description	enabled	firstLadderSeason	lastLadderSeason	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Unique Corruptor	1				0	18	369	0		2	Gheed's Fortune	tds						useitem				corruption2			1	1000																					tds																																																										0
Unique Corruptor	1				0	18	369	0		2	armo,uni	std						useitem				corruption2			1	1000																					std																																																										0
Unique Corruptor	1				0	18	369	0		2	weap,uni	std						useitem				corruption2			1	1000																					std																																																										0
Unique Corruptor	1				0	18	369	0		2	ring,uni	std						useitem				corruption2			1	1000																					std																																																										0
Unique Corruptor	1				0	18	369	0		2	amul,uni	std						useitem				corruption2			1	1000																					std																																																										0
Brick	1				0	16	369	300		2	Gheed's Fortune	tds						usetype,mag	99			corruption2			1001	1001						corruption1			1	1											brk																																																										0
Brick	1				0	16	369	300		2	armo,uni	std						usetype,rar			100	corruption2			1001	1001						corruption1			1	1											brk																																																										0
Brick	1				0	16	369	300		2	weap,uni	std						usetype,rar			100	corruption2			1001	1001						corruption1			1	1											brk																																																										0
Brick	1				0	16	369	300		2	ring,uni	std						usetype,rar			100	corruption2			1001	1001						corruption1			1	1											brk																																																										0
Brick	1				0	16	369	300		2	amul,uni	std						usetype,rar			100	corruption2			1001	1001						corruption1			1	1											brk																																																										0
Annihilus																																																																																																									0
MF +  GF	1				0	16	369	125		2	Annihilus	tds						useitem			100	corruption2			1001	1001	gold%			10	10	corruption1			1	1	mag%			7	7																																																																0
FHR+ FRW	1				0	16	369	250		2	Annihilus	tds						useitem			100	corruption2			1001	1001	balance2			5	5	corruption1			1	1	move2			5	5																																																																0
Attributes	1				0	16	369	375		2	Annihilus	tds						useitem			100	corruption2			1001	1001	all-stats			5	5	corruption1			1	1																																																																					0
Life + Mana	1				0	16	369	500		2	Annihilus	tds						useitem			100	corruption2			1001	1001	hp			20	20	corruption1			1	1	mana			17	17																																																																0
